date,open,high,low,close,volume
2001-01-02,60.2536,60.4136,55.8136,57.0636,8732200.0
2001-01-03,56.5636,64.2536,55.9136,63.2536,17523900.0
2001-01-04,63.1936,63.7236,61.2536,61.8036,9095400.0
2001-01-05,61.7236,61.8736,57.4436,57.4436,12884700.0
2001-01-08,58.1336,58.4436,55.8736,58.4436,6552200.0
2001-01-09,59.3036,59.7536,57.6736,58.0936,5602700.0
2001-01-10,57.2536,60.3736,57.0636,60.3736,8725200.0
2001-01-11,59.3436,61.7336,59.3436,60.5036,6697900.0
2001-01-12,60.9436,61.9736,59.5336,60.2536,7064900.0
2001-01-16,60.2536,61.4436,59.7736,61.0936,8416500.0
2001-01-17,63.0936,63.3036,60.8936,61.7036,7800500.0
2001-01-18,61.6936,63.9536,61.1936,63.0336,8089500.0
2001-01-19,64.4436,64.4436,62.1336,62.2736,7775800.0
2001-01-22,62.5036,64.0336,61.8136,63.1636,7037200.0
2001-01-23,62.7236,64.9136,62.4136,64.2236,8453800.0
2001-01-24,64.5036,65.5636,64.0936,64.6336,6174100.0
2001-01-25,64.5036,65.5036,63.9136,64.2836,10807000.0
2001-01-26,63.4136,64.3736,62.7036,64.1336,7063300.0
2001-01-29,63.7536,65.1536,63.6236,64.8536,6651300.0
2001-01-30,64.5536,66.1736,64.0436,66.0536,7025100.0
2001-01-31,65.6536,66.9536,64.8536,65.2736,9672500.0
2001-02-01,65.3536,66.2036,64.5036,66.1836,8223800.0
2001-02-02,65.6536,66.2436,63.0036,63.0536,8187900.0
2001-02-05,63.0536,64.1936,63.0036,64.0436,4280900.0
2001-02-06,63.5536,64.9536,63.4736,63.6436,7092200.0
2001-02-07,62.9736,63.6536,61.9336,62.9436,5689800.0
2001-02-08,63.0536,63.6536,61.3536,61.3736,5876800.0
2001-02-09,61.6036,61.6036,59.5136,60.0936,9871200.0
2001-02-12,59.9536,61.7536,59.9536,61.6036,5790300.0
2001-02-13,61.9536,62.4236,60.2536,60.5136,6583200.0
2001-02-14,60.9036,60.9036,58.9136,60.3136,8390200.0
2001-02-15,61.0936,61.7736,60.2436,61.5936,5881800.0
2001-02-16,59.2536,59.5436,57.5536,58.6536,6432800.0
2001-02-20,59.2936,59.3936,56.3536,56.6436,5755300.0
