date,open,high,low,close,volume
2015-02-23,149.1989,149.4689,148.7389,149.4689,74411100.0
2015-02-24,149.3789,150.3089,149.0189,150.0689,72472300.0
2015-02-25,149.9189,150.4989,149.4789,149.8889,73061700.0
2015-02-26,149.7789,149.9689,148.9089,149.6389,72697900.0
2015-02-27,149.5189,149.8389,148.8589,148.9189,108076000.0
2015-03-02,149.0389,150.3189,148.9789,150.2489,87491400.0
2015-03-03,149.7289,150.3089,148.3389,149.3789,110325800.0
2015-03-04,148.6589,148.7489,147.3189,148.4889,114497200.0
2015-03-05,148.8789,149.0589,148.1089,148.7189,76873000.0
2015-03-06,148.7189,148.7189,145.3589,145.7589,188128000.0
2015-03-09,145.9989,147.0489,145.8089,146.6189,89818900.0
2015-03-10,144.9689,145.0689,143.1889,143.2389,157121300.0
2015-03-11,143.5489,143.7589,142.6589,142.7589,110145700.0
2015-03-12,143.5189,145.4389,143.4589,145.3589,93993500.0
2015-03-13,145.0289,146.1889,142.8389,144.0889,162410900.0
2015-03-16,144.9689,146.9489,144.1189,146.8389,136099200.0
2015-03-17,145.9489,146.6789,145.2389,146.2189,94510400.0
2015-03-18,145.6489,149.5289,144.8789,148.7189,220171200.0
2015-03-19,148.2189,148.7289,147.2889,147.7589,117917300.0
2015-03-20,148.8997,150.2097,148.6797,149.5997,177715100.0
2015-03-23,149.6097,150.2997,149.1897,149.1897,71784500.0
2015-03-24,149.0397,149.5897,147.9297,148.0097,77805300.0
2015-03-25,148.2597,148.5397,144.8997,144.9497,159521700.0
2015-03-26,144.1497,145.5597,143.3097,144.4597,153067200.0
2015-03-27,144.3197,145.1397,144.0897,144.9297,118939000.0
2015-03-30,144.9297,147.7997,146.1497,147.4397,96180400.0
2015-03-31,146.4497,147.2897,145.5497,145.6197,114001185.0
2015-04-01,145.6197,145.6197,143.6997,144.8897,137303600.0
2015-04-02,144.8097,146.1697,144.5897,145.6197,82723612.0
2015-04-06,145.6297,147.6397,144.3997,147.0197,107298800.0
2015-04-07,147.0397,147.9497,146.4297,146.4697,72085237.0
2015-04-08,146.7397,147.6997,146.2697,147.1597,86000993.0
2015-04-10,148.3897,149.2797,148.1497,149.2297,70521033.0
2015-04-13,149.0597,149.8197,148.2197,148.2797,72668025.0
2015-04-14,148.0397,148.8997,147.2897,148.6797,72087284.0
2015-04-15,149.2397,150.2297,149.1397,149.6197,92187380.0
2015-04-16,149.2197,150.1697,148.9797,149.5597,67216940.0
2015-04-17,148.1297,149.5097,146.1997,147.1397,177297668.0
2015-04-20,148.2497,149.4397,148.1497,149.0397,82969038.0
2015-04-21,149.8597,150.0497,148.4297,148.7897,67403709.0
2015-04-22,149.1997,150.0397,148.0897,149.8197,77064011.0
2015-04-23,149.3397,151.1297,149.1997,150.3497,97024560.0
2015-04-24,150.8497,151.1597,150.2997,150.8397,57261915.0
2015-04-27,151.5197,151.6697,149.7297,149.9597,77096937.0
2015-04-28,149.9297,150.6897,148.5197,150.6297,84150965.0
2015-04-29,149.5597,150.4797,148.7897,149.7597,121652942.0
2015-04-30,149.0697,149.5397,146.8097,147.6497,148619184.0
2015-05-01,148.5897,149.9597,148.4697,149.9097,95318576.0
2015-05-04,150.4197,151.2097,150.2897,150.5097,68150023.0
2015-05-05,150.2197,150.6497,147.9197,148.0897,109209681.0
2015-05-06,148.7497,149.1197,145.9497,147.2297,129435088.0
2015-05-07,147.1097,148.5697,146.7097,148.0597,85928503.0
2015-05-08,150.0697,151.0497,149.9697,150.8097,145057341.0
2015-05-11,150.7597,151.0797,149.7097,149.7897,71386447.0
